Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-plant-fix-plix-for-active-acne-oil-control-face,The Plant Fix Plix For Active Acne & Oil Control  Face ...,"<p>The Plant Fix Plix For Active Acne &amp; Oil Control  Face ...</p><p>Rating: 4.4 (3,307) reviews</p>",The,,Facewash,"51% off, Lowest price in the year",true,Size,200 ml,,,,,,,,itm8756d172914ec?pid=FCWGMUMWYNVV8WEC&lid=LSTFCWGMUMWYNVV8W,0.0,,100,deny,manual,366.00,750.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/200-salicylic-acid-jamun-cleanser-gel-for-active-acne-oil-original-imagqpfxshaudvck.jpg?v=1757276029,1,"",false,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/200-salicylic-acid-jamun-cleanser-gel-for-active-acne-oil-original-imagqpfxshaudvck.jpg?v=1757276029,kg,,,active
the-plant-fix-plix-5-pineapple-foaming-facewash-for-de,The Plant Fix Plix 5% Pineapple Foaming Facewash For De...,"<p>The Plant Fix Plix 5% Pineapple Foaming Facewash For De...</p><p>Rating: 3.9 (15,734) reviews</p>",The,,Facewash,"48% off, Big Billion Days Price",true,Size,200 ml,,,,,,,,itm8756d172914ec?pid=FCWGMUMWYNVV8WEC&lid=LSTFCWGMUMWYNVV8W,0.0,,100,deny,manual,383.00,750.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/200-5-pineapple-foaming-facewash-for-depigmentation-eventoned-original-imagqpfzmbhavzu8.jpg?v=1757276028,1,"",false,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/200-5-pineapple-foaming-facewash-for-depigmentation-eventoned-original-imagqpfzmbhavzu8.jpg?v=1757276028,kg,,,active
o3-brightening-whitening-face-wash,O3+ Brightening & Whitening  Face Wash,"<p>O3+ Brightening &amp; Whitening  Face Wash</p><p>Rating: 4.0 (19,022) reviews</p>",O3+,,Facewash,"29% off, Big Billion Days Price",true,Size,100 g,,,,,,,,itm8756d172914ec?pid=FCWGMUMWYNVV8WEC&lid=LSTFCWGMUMWYNVV8W,0.0,,100,deny,manual,402.00,570.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/original-imagz4pqhcqnd9a2.jpg?v=1757276027,1,"",false,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/original-imagz4pqhcqnd9a2.jpg?v=1757276027,kg,,,active
garnier-men-men-s-skincare-essentials-turbo-bright-face,Garnier Men Men's Skincare Essentials|Turbo Bright Face...,"<p>Garnier Men Men's Skincare Essentials|Turbo Bright Face...</p><p>Rating: 4.4 (19,171) reviews</p>",Garnier,,Facewash,"25% off, Buy 5 items, save extra 7%",true,Size,190 g,,,,,,,,itm8756d172914ec?pid=FCWGMUMWYNVV8WEC&lid=LSTFCWGMUMWYNVV8W,0.0,,100,deny,manual,426.00,568.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/original-imags9k4fyzy9rhk.jpg?v=1757276026,1,"",false,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/original-imags9k4fyzy9rhk.jpg?v=1757276026,kg,,,active
glowderma-face-wash-70gm-70gm-pack-face-wash,glowderma FACE WASH 70GM+70GM PACK Face Wash,<p>glowderma FACE WASH 70GM+70GM PACK Face Wash</p><p>Rating: nan nan reviews</p>,glowderma,,Facewash,"26% off, Only few left",true,Size,140 g,,,,,,,,itm8756d172914ec?pid=FCWGMUMWYNVV8WEC&lid=LSTFCWGMUMWYNVV8W,0.0,,100,deny,manual,457.00,620.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/140-face-wash-70gm-70gm-pack-glowderma-original-imaheytr7rargapx.jpg?v=1757276025,1,"",false,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/140-face-wash-70gm-70gm-pack-glowderma-original-imaheytr7rargapx.jpg?v=1757276025,kg,,,active
garnier-men-oil-clear-deep-cleansing-with-menthol-and,"Garnier Men Oil Clear Deep Cleansing, with Menthol and ...","<p>Garnier Men Oil Clear Deep Cleansing, with Menthol and ...</p><p>Rating: 4.4 (57,254) reviews</p>",Garnier,,Facewash,"45% off, Big Billion Days Price",true,Size,300 g,,,,,,,,itm8756d172914ec?pid=FCWGMUMWYNVV8WEC&lid=LSTFCWGMUMWYNVV8W,0.0,,100,deny,manual,416.00,758.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/original-imahc5dxh9jpwzy2.jpg?v=1757276023,1,"",false,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/original-imahc5dxh9jpwzy2.jpg?v=1757276023,kg,,,active
garnier-men-acno-fight-anti-pimple-with-salicylic-acid,"Garnier Men Acno Fight Anti Pimple, with Salicylic Acid...","<p>Garnier Men Acno Fight Anti Pimple, with Salicylic Acid...</p><p>Rating: 4.4 (1,14,015) reviews</p>",Garnier,,Facewash,"48% off, Big Billion Days Price",true,Size,300 g,,,,,,,,itm8756d172914ec?pid=FCWGMUMWYNVV8WEC&lid=LSTFCWGMUMWYNVV8W,0.0,,100,deny,manual,394.00,758.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/original-imahc5dxmrgvyxzc.jpg?v=1757276022,1,"",false,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/original-imahc5dxmrgvyxzc.jpg?v=1757276022,kg,,,active
garnier-men-turbo-bright-double-action-anti-pollution-w,"Garnier Men Turbo Bright Double Action,Anti Pollution w...","<p>Garnier Men Turbo Bright Double Action,Anti Pollution w...</p><p>Rating: 4.4 (1,44,134) reviews</p>",Garnier,,Facewash,"47% off, Big Billion Days Price",true,Size,300 g,,,,,,,,itm8756d172914ec?pid=FCWGMUMWYNVV8WEC&lid=LSTFCWGMUMWYNVV8W,0.0,,100,deny,manual,422.00,798.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/original-imahc5dxrkqjupr7.jpg?v=1757276021,1,"",false,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/original-imahc5dxrkqjupr7.jpg?v=1757276021,kg,,,active
nivea-men-dark-spot-reduction-combo-with-10x-vitamin-c,Nivea Men Dark Spot Reduction Combo with 10X Vitamin C ...,"<p>Nivea Men Dark Spot Reduction Combo with 10X Vitamin C ...</p><p>Rating: 4.4 (74,227) reviews</p>",Nivea,,Facewash,"58% off, Lowest price since launch",true,Size,300 g,,,,,,,,itm8756d172914ec?pid=FCWGMUMWYNVV8WEC&lid=LSTFCWGMUMWYNVV8W,0.0,,100,deny,manual,326.00,777.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/300-0-dark-spot-reduction-with-10x-vitamin-c-effect-licorice-original-imahcju8tyhkwzxy.jpg?v=1757276019,1,"",false,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/300-0-dark-spot-reduction-with-10x-vitamin-c-effect-licorice-original-imahcju8tyhkwzxy.jpg?v=1757276019,kg,,,active
muuchstac-ocean-for-men-fights-acne-pimple-brighten,"MUUCHSTAC Ocean for Men, Fights Acne & Pimple, Brighten...","<p>MUUCHSTAC Ocean for Men, Fights Acne &amp; Pimple, Brighten...</p><p>Rating: 4.1 (9,62,861) reviews</p>",MUUCHSTAC,,Facewash,"15% off, Buy 2 items, save extra ₹50",true,Size,200 ml,,,,,,,,itm8756d172914ec?pid=FCWGMUMWYNVV8WEC&lid=LSTFCWGMUMWYNVV8W,0.0,,100,deny,manual,508.00,598.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/200-ocean-for-men-fights-acne-pimple-brighten-skin-all-skin-original-imah5gh63zgy8ph3.jpg?v=1757276018,1,"",false,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/200-ocean-for-men-fights-acne-pimple-brighten-skin-all-skin-original-imah5gh63zgy8ph3.jpg?v=1757276018,kg,,,active
dermatouch-bye-bye-pigmentation-niacinamide-kojic-aci,"Dermatouch Bye Bye Pigmentation  Niacinamide, Kojic Aci...","<p>Dermatouch Bye Bye Pigmentation  Niacinamide, Kojic Aci...</p><p>Rating: 4.1 (41,449) reviews</p>",Dermatouch,,Facewash,"53% off, Big Billion Days Price",true,Size,140 g,,,,,,,,itm8756d172914ec?pid=FCWGMUMWYNVV8WEC&lid=LSTFCWGMUMWYNVV8W,0.0,,100,deny,manual,323.00,698.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/140-bye-bye-pigmentation-face-wash-niacinamide-kojic-acid-original-imahesf3hrzu2ckp.jpg?v=1757276017,1,"",false,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/140-bye-bye-pigmentation-face-wash-niacinamide-kojic-acid-original-imahesf3hrzu2ckp.jpg?v=1757276017,kg,,,active
simple-kind-to-skin-refreshing-facial-wash-pack-of-2,Simple Kind To Skin Refreshing Facial Wash (PACK OF 2) ...,"<p>Simple Kind To Skin Refreshing Facial Wash (PACK OF 2) ...</p><p>Rating: 4.2 (51,193) reviews</p>",Simple,,Facewash,"35% off, Big Billion Days Price",true,Size,300 ml,,,,,,,,itm8756d172914ec?pid=FCWGMUMWYNVV8WEC&lid=LSTFCWGMUMWYNVV8W,0.0,,100,deny,manual,518.00,798.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/original-imaguw7wqccmacrr.jpg?v=1757276016,1,"",false,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/original-imaguw7wqccmacrr.jpg?v=1757276016,kg,,,active
vaseline-men-oil-control-face-wash,Vaseline Men Oil Control  Face Wash,"<p>Vaseline Men Oil Control  Face Wash - Face Cream</p><p><a href=""https://www.flipkart.com/vaseline-men-oil-control-face-wash/p/itmf5y7znge7zdfw?pid=FCWGGHP8GK5SNT3P&amp;lid=LSTFCWGGHP8GK5SNT3PCHNTQV&amp;marketplace=FLIPKART&amp;q=mens+face+wash&amp;store=g9b%2Fema%2F5la%2Fjav&amp;srno=s_1_40&amp;otracker=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;otracker1=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;fm=organic&amp;iid=df16b995-31b0-4e4d-bac4-0edcfa173ce4.FCWGGHP8GK5SNT3P.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=gf3vvhca8w0000001757262403105&amp;qH=aaaca2c1e42f501f"" target=""_blank"">View on Flipkart</a></p>",Face Cream,,Face Cream,Face Cream,true,Title,Default Title,,,,,,,,,0.0,,50,continue,manual,542.00,599.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/100-men-oil-control-face-wash-vaseline-original-imah2hgybqddhf5b.jpg?v=1757275395,1,Vaseline Men Oil Control  Face Wash,false,,,,kg,,,active
nivea-men-men-acne-clear-50g-magnolia-bark-power-c,Nivea Men MEN Acne Clear  50g | Magnolia Bark Power | C...,"<p>Nivea Men MEN Acne Clear  50g | Magnolia Bark Power | C... - Face Cream</p><p><a href=""https://www.flipkart.com/nivea-men-acne-clear-50g-magnolia-bark-power-crush-dirt-control-oil-12h-stay-fresh-acne-free-all-day-summer-skincare-must-have-50g-pack-5-face-wash/p/itm12591bf7d365d?pid=FCWHD3NYZWGEJS8S&amp;lid=LSTFCWHD3NYZWGEJS8SWFYA5S&amp;marketplace=FLIPKART&amp;q=mens+face+wash&amp;store=g9b%2Fema%2F5la%2Fjav&amp;srno=s_1_39&amp;otracker=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;otracker1=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;fm=organic&amp;iid=df16b995-31b0-4e4d-bac4-0edcfa173ce4.FCWHD3NYZWGEJS8S.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=gf3vvhca8w0000001757262403105&amp;qH=aaaca2c1e42f501f"" target=""_blank"">View on Flipkart</a></p>",Face Cream,,Face Cream,Face Cream,true,Title,Default Title,,,,,,,,,0.0,,50,continue,manual,551.00,595.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/250-men-acne-clear-face-wash-50ml-magnolia-bark-power-crush-dirt-original-imahdfbzkmkzpaqe.jpg?v=1757275394,1,Nivea Men MEN Acne Clear  50g | Magnolia Bark Power | C...,false,,,,kg,,,active
mcaffeine-coffee-face-cleanser-for-glowing-skin-dirt-r,"mCaffeine Coffee Face Cleanser for Glowing Skin, Dirt R...","<p>mCaffeine Coffee Face Cleanser for Glowing Skin, Dirt R... - Face Cream</p><p><a href=""https://www.flipkart.com/mcaffeine-coffee-face-cleanser-glowing-skin-dirt-removal-pack-2-d-tan-wash/p/itm8a2a87bda2477?pid=FCWGHMPCGWYP6M7Y&amp;lid=LSTFCWGHMPCGWYP6M7YBOHQEH&amp;marketplace=FLIPKART&amp;q=mens+face+wash&amp;store=g9b%2Fema%2F5la%2Fjav&amp;srno=s_1_38&amp;otracker=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;otracker1=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;fm=organic&amp;iid=df16b995-31b0-4e4d-bac4-0edcfa173ce4.FCWGHMPCGWYP6M7Y.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=gf3vvhca8w0000001757262403105&amp;qH=aaaca2c1e42f501f"" target=""_blank"">View on Flipkart</a></p>",Face Cream,,Face Cream,Face Cream,true,Title,Default Title,,,,,,,,,0.0,,50,continue,manual,593.00,698.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/200-coffee-face-wash-mcaffeine-original-imaghmpcfjupp4yb.jpg?v=1757275393,1,"mCaffeine Coffee Face Cleanser for Glowing Skin, Dirt R...",false,,,,kg,,,active
element-3in1-face-wash-pack-of-4-400-g-face-wash,Element 3in1 face wash pack of 4  (400 g) Face Wash,"<p>Element 3in1 face wash pack of 4  (400 g) Face Wash - Face Cream</p><p><a href=""https://www.flipkart.com/element-3in1-face-wash-pack-4-400-g/p/itm0df91fad61b34?pid=FCWHCZ9B8EFHEPKH&amp;lid=LSTFCWHCZ9B8EFHEPKHHYJ93H&amp;marketplace=FLIPKART&amp;q=mens+face+wash&amp;store=g9b%2Fema%2F5la%2Fjav&amp;srno=s_1_37&amp;otracker=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;otracker1=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;fm=organic&amp;iid=df16b995-31b0-4e4d-bac4-0edcfa173ce4.FCWHCZ9B8EFHEPKH.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=gf3vvhca8w0000001757262403105&amp;qH=aaaca2c1e42f501f"" target=""_blank"">View on Flipkart</a></p>",Face Cream,,Face Cream,Face Cream,true,Title,Default Title,,,,,,,,,0.0,,50,continue,manual,551.00,699.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/400-3in1-face-wash-pack-of-4-face-wash-400-g-element-original-imahdpffxwhnxdtt.jpg?v=1757275392,1,Element 3in1 face wash pack of 4  (400 g) Face Wash,false,,,,kg,,,active
vaseline-men-facial-scrub-anti-dullness-face-wash,Vaseline Men Facial Scrub Anti-Dullness  Face Wash,"<p>Vaseline Men Facial Scrub Anti-Dullness  Face Wash - Face Cream</p><p><a href=""https://www.flipkart.com/vaseline-men-facial-scrub-anti-dullness-face-wash/p/itmf9afbea3b69aa?pid=FCWGH3YQRVPBYQN9&amp;lid=LSTFCWGH3YQRVPBYQN9YQAQ6V&amp;marketplace=FLIPKART&amp;q=mens+face+wash&amp;store=g9b%2Fema%2F5la%2Fjav&amp;srno=s_1_36&amp;otracker=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;otracker1=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;fm=organic&amp;iid=df16b995-31b0-4e4d-bac4-0edcfa173ce4.FCWGH3YQRVPBYQN9.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=gf3vvhca8w0000001757262403105&amp;qH=aaaca2c1e42f501f"" target=""_blank"">View on Flipkart</a></p>",Face Cream,,Face Cream,Face Cream,true,Title,Default Title,,,,,,,,,0.0,,50,continue,manual,557.00,649.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/100-men-facial-scrub-anti-dullness-face-wash-vaseline-original-imah2xd5stcgbeu7.jpg?v=1757275391,1,Vaseline Men Facial Scrub Anti-Dullness  Face Wash,false,,,,kg,,,active
newclick-skin-refreshing-facial-wash-for-smooth-fresh,NewClick Skin Refreshing Facial Wash for Smooth & Fresh...,"<p>NewClick Skin Refreshing Facial Wash for Smooth &amp; Fresh... - Face Cream</p><p><a href=""https://www.flipkart.com/newclick-skin-refreshing-facial-wash-smooth-fresh-face/p/itmcc3fcdc43667e?pid=FCWHB4H4QJ3YKYQM&amp;lid=LSTFCWHB4H4QJ3YKYQMYMQQNK&amp;marketplace=FLIPKART&amp;q=mens+face+wash&amp;store=g9b%2Fema%2F5la%2Fjav&amp;srno=s_1_35&amp;otracker=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;otracker1=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;fm=organic&amp;iid=df16b995-31b0-4e4d-bac4-0edcfa173ce4.FCWHB4H4QJ3YKYQM.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=gf3vvhca8w0000001757262403105&amp;qH=aaaca2c1e42f501f"" target=""_blank"">View on Flipkart</a></p>",Face Cream,,Face Cream,Face Cream,true,Title,Default Title,,,,,,,,,0.0,,50,continue,manual,557.00,599.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/100-skin-refreshing-facial-wash-for-smooth-fresh-skin-newclick-original-imahb4h43bsapheq.jpg?v=1757275391,1,NewClick Skin Refreshing Facial Wash for Smooth & Fresh...,false,,,,kg,,,active
mamaearth-ubtan-with-turmeric-saffron-for-tan-remova,Mamaearth Ubtan  with Turmeric & Saffron for Tan Remova...,"<p>Mamaearth Ubtan  with Turmeric &amp; Saffron for Tan Remova... - Face Cream</p><p><a href=""https://www.flipkart.com/mamaearth-ubtan-turmeric-saffron-tan-removal-face-wash/p/itmce76051b4f6f3?pid=FCWGG3Z6MFYWZAQE&amp;lid=LSTFCWGG3Z6MFYWZAQEJKD69H&amp;marketplace=FLIPKART&amp;q=mens+face+wash&amp;store=g9b%2Fema%2F5la%2Fjav&amp;srno=s_1_34&amp;otracker=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;otracker1=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;fm=organic&amp;iid=df16b995-31b0-4e4d-bac4-0edcfa173ce4.FCWGG3Z6MFYWZAQE.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=gf3vvhca8w0000001757262403105&amp;qH=aaaca2c1e42f501f"" target=""_blank"">View on Flipkart</a></p>",Face Cream,,Face Cream,Face Cream,true,Title,Default Title,,,,,,,,,0.0,,50,continue,manual,580.00,637.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/300-0-ubtan-face-wash-with-turmeric-saffron-for-tan-removal-original-imahckvzzcahyf7a.jpg?v=1757275390,1,Mamaearth Ubtan  with Turmeric & Saffron for Tan Remova...,false,,,,kg,,,active
nivea-men-deep-impact-face-beard-wash-100ml-deep-cl,Nivea Men Deep Impact Face & Beard Wash 100ml | Deep Cl...,"<p>Nivea Men Deep Impact Face &amp; Beard Wash 100ml | Deep Cl... - Face Cream</p><p><a href=""https://www.flipkart.com/nivea-men-deep-impact-face-beard-wash-100ml-cleansing-charcoal-oil-free-refreshed-skin-removes-dirt-pollution-excess-oil-suitable-use-100ml-pack-2/p/itm3fb3c187c9514?pid=FCWHD3ZHJHY4HXU8&amp;lid=LSTFCWHD3ZHJHY4HXU8DFRVOX&amp;marketplace=FLIPKART&amp;q=mens+face+wash&amp;store=g9b%2Fema%2F5la%2Fjav&amp;srno=s_1_33&amp;otracker=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;otracker1=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;fm=organic&amp;iid=df16b995-31b0-4e4d-bac4-0edcfa173ce4.FCWHD3ZHJHY4HXU8.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=gf3vvhca8w0000001757262403105&amp;qH=aaaca2c1e42f501f"" target=""_blank"">View on Flipkart</a></p>",Face Cream,,Face Cream,Face Cream,true,Title,Default Title,,,,,,,,,0.0,,50,continue,manual,563.00,620.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/200-men-deep-impact-face-beard-wash-100ml-deep-cleansing-with-original-imahdfkbqqgsfevg.jpg?v=1757275389,1,Nivea Men Deep Impact Face & Beard Wash 100ml | Deep Cl...,false,,,,kg,,,active
ustraa-acne-control-with-neem-charcoal-200-g-x-2,USTRAA  Acne Control - With Neem & Charcoal - 200 g x 2...,"<p>USTRAA  Acne Control - With Neem &amp; Charcoal - 200 g x 2... - Face Cream</p><p><a href=""https://www.flipkart.com/ustraa-acne-control-neem-charcoal-200-g-x-2-oil-face-wash/p/itmdf1701dbb908b?pid=FCWGPA3KM4RKKHTG&amp;lid=LSTFCWGPA3KM4RKKHTGNAPFHZ&amp;marketplace=FLIPKART&amp;q=mens+face+wash&amp;store=g9b%2Fema%2F5la%2Fjav&amp;srno=s_1_32&amp;otracker=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;otracker1=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;fm=organic&amp;iid=df16b995-31b0-4e4d-bac4-0edcfa173ce4.FCWGPA3KM4RKKHTG.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=gf3vvhca8w0000001757262403105&amp;qH=aaaca2c1e42f501f"" target=""_blank"">View on Flipkart</a></p>",Face Cream,,Face Cream,Face Cream,true,Title,Default Title,,,,,,,,,0.0,,50,continue,manual,593.00,798.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/original-imahfcd8ttzhbagw.jpg?v=1757275389,1,USTRAA  Acne Control - With Neem & Charcoal - 200 g x 2...,false,,,,kg,,,active
nivea-men-dark-men-spot-reduction-100-ml-x-3-face-wash,Nivea Men DARK MEN SPOT REDUCTION 100 ML X 3 Face Wash,"<p>Nivea Men DARK MEN SPOT REDUCTION 100 ML X 3 Face Wash - Face Cream</p><p><a href=""https://www.flipkart.com/nivea-men-dark-spot-reduction-100-ml-x-3-face-wash/p/itme39734babc385?pid=FCWGBNF3UHMDYFF9&amp;lid=LSTFCWGBNF3UHMDYFF9WGUSKK&amp;marketplace=FLIPKART&amp;q=mens+face+wash&amp;store=g9b%2Fema%2F5la%2Fjav&amp;srno=s_1_31&amp;otracker=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;otracker1=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;fm=organic&amp;iid=df16b995-31b0-4e4d-bac4-0edcfa173ce4.FCWGBNF3UHMDYFF9.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=gf3vvhca8w0000001757262403105&amp;qH=aaaca2c1e42f501f"" target=""_blank"">View on Flipkart</a></p>",Face Cream,,Face Cream,Face Cream,true,Title,Default Title,,,,,,,,,0.0,,50,continue,manual,581.00,747.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/300-dark-men-spot-reduction-100-ml-x-3-nivea-men-original-imagbnf3dnjswhkn.jpg?v=1757275388,1,Nivea Men DARK MEN SPOT REDUCTION 100 ML X 3 Face Wash,false,,,,kg,,,active
beardo-ultraglow-facewash-for-men-combo-face-wash,"BEARDO Ultraglow Facewash For Men, Combo Face Wash","<p>BEARDO Ultraglow Facewash For Men, Combo Face Wash - Face Cream</p><p><a href=""https://www.flipkart.com/beardo-ultraglow-facewash-men-combo-face-wash/p/itmad6fa6d017413?pid=FCWFPYNXBDGH2HCZ&amp;lid=LSTFCWFPYNXBDGH2HCZLYWLR4&amp;marketplace=FLIPKART&amp;q=mens+face+wash&amp;store=g9b%2Fema%2F5la%2Fjav&amp;srno=s_1_30&amp;otracker=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;otracker1=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;fm=organic&amp;iid=df16b995-31b0-4e4d-bac4-0edcfa173ce4.FCWFPYNXBDGH2HCZ.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=gf3vvhca8w0000001757262403105&amp;qH=aaaca2c1e42f501f"" target=""_blank"">View on Flipkart</a></p>",Face Cream,,Face Cream,Face Cream,true,Title,Default Title,,,,,,,,,0.0,,50,continue,manual,634.00,700.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/200-ultraglow-facewash-for-men-combo-beardo-original-imahbb84c2qpzvgh.jpg?v=1757275387,1,"BEARDO Ultraglow Facewash For Men, Combo Face Wash",false,,,,kg,,,active
buddhanatural-anti-grey-beard-wash-120ml-restores-n,BUDDHANATURAL Anti Grey Beard Wash (120ml) - Restores N...,"<p>BUDDHANATURAL Anti Grey Beard Wash (120ml) - Restores N... - Face Cream</p><p><a href=""https://www.flipkart.com/buddhanatural-anti-grey-beard-wash-120ml-restores-natural-black-color-beard-face/p/itmefca3dfc47cec?pid=FCWH6HVJHHYT59XY&amp;lid=LSTFCWH6HVJHHYT59XYVXH5IN&amp;marketplace=FLIPKART&amp;q=mens+face+wash&amp;store=g9b%2Fema%2F5la%2Fjav&amp;srno=s_1_29&amp;otracker=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;otracker1=AS_QueryStore_OrganicAutoSuggest_1_12_na_na_ps&amp;fm=organic&amp;iid=df16b995-31b0-4e4d-bac4-0edcfa173ce4.FCWH6HVJHHYT59XY.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=gf3vvhca8w0000001757262403105&amp;qH=aaaca2c1e42f501f"" target=""_blank"">View on Flipkart</a></p>",Face Cream,,Face Cream,Face Cream,true,Title,Default Title,,,,,,,,,0.0,,50,continue,manual,602.00,799.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/120-anti-grey-beard-wash-120ml-restores-natural-black-color-of-original-imahccvjh4tcvz8q.jpg?v=1757275386,1,BUDDHANATURAL Anti Grey Beard Wash (120ml) - Restores N...,false,,,,kg,,,active
